Group,Species,dry_mass_g,Temp_C,Mortality_yr ,Ref
Multicellular plant,Halesia carolina,890000,11,0.005,29
Multicellular plant,Halodule uninervis,0.05,28,1.825,29
Multicellular plant,Halodule wrightii,0.03,,3.577,29
Multicellular plant,Hasseltia floribunda,220000,28,0.026,29
Multicellular plant,Hedyosmum arborescens,11000,19,0.016,29
Multicellular plant,Heisterai concinna,180000,28,0.011,29
Multicellular plant,Heterozostera tasmanica,0.05,19,3.65,29
Multicellular plant,Hirtella triandra,200000,28,0.011,29
Multicellular plant,Hura crepitans,1600000,28,0.005,29
Multicellular plant,Illicium anisatum,320000,19,0.018,29
Multicellular plant,Illicium anisatum,390000,19,0.024,29
Multicellular plant,Illicium anisatum,480000,19,0.02,29
Multicellular plant,Impatiens capensis,0.15,8,2.117,29
Multicellular plant,Impatiens pallida,0.75,,8.03,29
Multicellular plant,Impatiens pallida,1.1,6,6.57,29
Multicellular plant,Iris pseudacorus,1.3,,0.212,29
Multicellular plant,Iris pseudacorus,38,,0.08,29
Multicellular plant,Iris pseudacorus,67,,0.153,29
Multicellular plant,Iris pseudacorus,120,,0.084,29
Multicellular plant,Jacaranda copaia,2200000,28,0.058,29
Multicellular plant,Laminaria longicruris,1500,10,1.059,29
Multicellular plant,Laminaria saccharina,5.8,12,4.015,29
Multicellular plant,Laminaria saccharina,10,12,3.468,29
Multicellular plant,Laminaria saccharina,12,12,5.475,29
Multicellular plant,Leathesia difformis,0.014,10,4.38,29
Multicellular plant,Litsea acuminata,2000000,19,0.02,29
Multicellular plant,Litsea acuminata,2300000,19,0.019,29
Multicellular plant,Litsea acuminata,2500000,19,0.019,29
Multicellular plant,Lyonia octandra,11000,19,0.006,29
Multicellular plant,Macaranga beccariana,410000,27,0.002,29
Multicellular plant,Macaranga gigantea,1900000,27,0.001,29
Multicellular plant,Macaranga hosei,2300000,27,0.001,29
Multicellular plant,Macaranga hullettii,460000,27,0.001,29
Multicellular plant,Macaranga hypoleuca,880000,27,0,29
Multicellular plant,Macaranga lamellata,280000,27,0,29
Multicellular plant,Macaranga trachyphylla,780000,27,0.001,29
Multicellular plant,Macaranga triloba,870000,27,0,29
Multicellular plant,Macaranga winkleri,780000,27,0.003,29
Multicellular plant,Mercurialis perennis,0.37,10,0.767,29
Multicellular plant,Micromona spusilla,1.90E-12,,182.5,29
Multicellular plant,Myrsinese guinii,45000,19,0.002,29
Multicellular plant,Myrsinese guinii,290000,19,0.004,29
Multicellular plant,Myrsinese guinii,320000,19,0.008,29
Multicellular plant,Neolitsea aciculata,980000,,0.022,29
Multicellular plant,Neolitsea aciculata,1500000,19,0.019,29
Multicellular plant,Neolitsea aciculata,1600000,19,0.023,29
Multicellular plant,Nereocystis luetkeana,42,11,13.14,29
Multicellular plant,Nothofagus betuloides,18000,,0.01,29
Multicellular plant,Nothofagus betuloides,62000,,0.005,29
Multicellular plant,Nothofagus betuloides,270000,,0.005,29
Multicellular plant,Nothofagus betuloides,270000,,0.004,29
Multicellular plant,Nothofagus betuloides,750000,,0.004,29
Multicellular plant,Nothofagus pumilio,240000,,0.005,29
Multicellular plant,Nothofagus pumilio,320000,,0.005,29
Multicellular plant,Nyssa aquatica,13,,1.898,29
Multicellular plant,Ormosia coccinea,470000,28,0.044,29
Multicellular plant,Palmaria palmata,0.06,16,2.336,29
Multicellular plant,Panax quinquefolium,0.43,12,0.102,29
Multicellular plant,Parashorea macrophylla,240000,26,0.026,29
Multicellular plant,Pelvetia fastigiata,690,17,1.132,29
Multicellular plant,Phaeocystis pouchetii,5.10E-11,,292,29
Multicellular plant,Phaeodactyllum tricornutum,1.90E-11,18,6.57,29
Multicellular plant,Phaeodactyllum tricornutum,1.90E-11,18,2.92,29
Multicellular plant,Piceaen gelmanii,10000,11,0.009,29
Multicellular plant,Pinus sylvestris,31000,9,0.018,29
Multicellular plant,Podocarpus nagi,240000,19,0.022,29
Multicellular plant,Podocarpus nagi,1200000,19,0.019,29
Multicellular plant,Podocarpus nagi,1200000,19,0.022,29
Multicellular plant,Podocarpus urbanii,11000,19,0.006,29
Multicellular plant,Populus tremuloides,250,7,0.332,29
Multicellular plant,Populus tremuloides,440,7,0.347,29
Multicellular plant,Posidonia angustifolia,0.37,19,1.241,29
Multicellular plant,Posidonia australis,0.4,19,0.365,29
Multicellular plant,Posidonia sinuosa,0.23,19,0.511,29
Multicellular plant,Posidonia sinuosa,0.3,17,0.475,29
Multicellular plant,Posidonica oceanica,0.19,19,0.172,29
Multicellular plant,Posidonica oceanica,0.22,19,0.204,29
Multicellular plant,Posidonica oceanica,0.27,,0.102,29
Multicellular plant,Posidonica oceanica,0.28,19,0.475,29
Multicellular plant,Posidonica oceanica,0.29,19,0.153,29
Multicellular plant,Posidonica oceanica,0.32,19,0.183,29
Multicellular plant,Posidonica oceanica,0.41,17,0.183,29
Multicellular plant,Posidonica oceanica,0.45,19,0.183,29
Multicellular plant,Posidonica oceanica,0.49,19,0.475,29
Multicellular plant,Posidonica oceanica,0.51,19,0.245,29
Multicellular plant,Posidonica oceanica,0.52,17,0.475,29
Multicellular plant,Posidonica oceanica,0.55,19,0.069,29
Multicellular plant,Posidonica oceanica,0.56,17,0.069,29
Multicellular plant,Posidonica oceanica,0.57,17,,29
Multicellular plant,Posidonica oceanica,0.58,17,0.08,29
Multicellular plant,Posidonica oceanica,0.58,19,0.548,29
Multicellular plant,Posidonica oceanica,0.63,17,0.234,29
Multicellular plant,Posidonica oceanica,0.63,19,0.161,29
Multicellular plant,Posidonica oceanica,0.65,17,0.08,29
Multicellular plant,Posidonica oceanica,0.68,17,0.183,29
Multicellular plant,Posidonica oceanica,0.72,19,0.069,29
Multicellular plant,Posidonica oceanica,0.73,19,0.263,29
Multicellular plant,Posidonica oceanica,0.8,19,0.08,29
Multicellular plant,Posidonica oceanica,0.82,19,0.336,29
Multicellular plant,Posidonica oceanica,0.94,19,0.08,29
Multicellular plant,Posidonica oceanica,1.3,17,0.062,29
Multicellular plant,Posidonica oceanica,1.3,19,0.062,29
Multicellular plant,Posidonica oceanica,1.3,19,0.274,29
Multicellular plant,Posidonica oceanica,1.3,19,0.263,29
Multicellular plant,Potentilla matsumurae,1.1,15,0.365,29
Multicellular plant,Potentilla matsumurae,1.8,15,4.38,29
Multicellular plant,Poulsenia armata,1100000,28,0.035,29
Multicellular plant,Pterocarpus rohrii,940000,28,0.062,29
Multicellular plant,Quararibea asterolepsis,2800000,28,0.006,29
Multicellular plant,Quercuss sp.,500000,10,0.011,29
Multicellular plant,Quercuss sp.,500000,10,0.004,29
Multicellular plant,Quercuss sp.,500000,11,0.011,29
Multicellular plant,Quercuss sp.,500000,11,0.004,29
Multicellular plant,Quercuss sp.,500000,12,0.004,29
Multicellular plant,Quercuss sp.,500000,12,0.004,29
Multicellular plant,Quercuss sp.,500000,13,0.007,29
Multicellular plant,Quercuss sp.,500000,13,0.007,29
Multicellular plant,Quercuss sp.,500000,14,0.009,29
Multicellular plant,Quercuss sp.,500000,14,0.006,29
Multicellular plant,Quercuss sp.,500000,16,0.005,29
Multicellular plant,Quercuss sp.,500000,16,0.005,29
Multicellular plant,Quercuss sp.,500000,,0.008,29
Multicellular plant,Quercuss sp.,500000,,0.002,29
Multicellular plant,Rhizophora apiculata,18,28,0.358,29
Multicellular plant,Rhizophora apiculata BL.,230,27,0.153,29
Multicellular plant,Rhizophora apiculata BL.,320,27,0.088,29
Multicellular plant,Rhizophor amucronata,7,28,0.062,29
Multicellular plant,Rhizophor amucronata,7,28,0.193,29
Multicellular plant,Rhizophor amucronata,7,28,0.186,29
Multicellular plant,Rhizophor amucronata,7,28,0.088,29
Multicellular plant,Rhizophor amucronata,7,28,0.183,29
Multicellular plant,Rhizophor amucronata,7,28,0.949,29
Multicellular plant,Rhizophor amucronata,57,28,0.402,29
Multicellular plant,Rhododendron tashiroi,160000,19,0.03,29
Multicellular plant,Rhododendron tashiroi,160000,19,0.007,29
Multicellular plant,Rhododendron tashiroi,230000,19,0.022,29
Multicellular plant,Salicornia europea,0.018,10,1.46,29
Multicellular plant,Salicornia europea,0.07,10,1.57,29
Multicellular plant,Salix nigra,29,,1.314,29
Multicellular plant,Sargassum sinclairii,0.038,18,2.081,29
Multicellular plant,Sargassum sinclairii,22,18,3.066,29
Multicellular plant,Sargassum spp.,3.8,20,2.701,29
Multicellular plant,Solidago canadensis,0.14,7,0.803,29
Multicellular plant,Solidago canadensis,0.19,7,1.643,29
Multicellular plant,Sonneratia caseolaris,0.64,28,3.249,29
Multicellular plant,Sonneratia caseolaris,0.64,28,1.022,29
Multicellular plant,Sonneratia caseolaris,0.64,28,4.38,29
Multicellular plant,Sonneratia caseolaris,0.64,28,2.336,29
Multicellular plant,Sonneratia caseolaris,0.64,28,1.716,29
Multicellular plant,Sonneratia caseolaris,0.64,28,5.11,29
Multicellular plant,Sonneratia caseolaris,6.5,28,0.009,29
Multicellular plant,Spartina alterniflora,0.19,14,0.694,29
Multicellular plant,Spartina alterniflora,0.33,14,0.767,29
Multicellular plant,Spartina alterniflora,0.35,14,0.84,29
Multicellular plant,Spartina alterniflora,0.41,14,0.767,29
Multicellular plant,Sphagnum subsecundum,0.016,9,0.913,29
Multicellular plant,Sphagnum subsecundum,0.017,12,1.022,29
Multicellular plant,Sphagnum subsecundum,0.028,9,0.73,29
Multicellular plant,Sphagnum subsecundum,0.033,6,0.548,29
Multicellular plant,Symphoricarpos occidentalis,35,0,0.099,29
Multicellular plant,Symplocos glauca,160000,19,0.08,29
Multicellular plant,Symplocos glauca,170000,19,0.066,29
Multicellular plant,Symplocos glauca,180000,19,0.044,29
Multicellular plant,Symplocos prunifolia,730000,19,0.051,29
Multicellular plant,Symplocos prunifolia,1200000,19,0.036,29
Multicellular plant,Symplocos prunifolia,1400000,19,0.058,29
Multicellular plant,Symplocos tanakae,110000,19,0.033,29
Multicellular plant,Symplocos tanakae,110000,19,0.037,29
Multicellular plant,Symplocos tanakae,150000,19,0.047,29
Multicellular plant,Syringodium filiforme,0.06,26,2.081,29
Multicellular plant,Syringodium filiforme,0.19,27,1.168,29
Multicellular plant,Syringodium isoetifolium,0.09,28,2.482,29
Multicellular plant,Taxodium disticchum,11,,0.986,29
Multicellular plant,Tetragastris panamensis,740000,28,0.019,29
Multicellular plant,Thalassia hemprichii,0.26,28,0.475,29
Multicellular plant,Thalassia testudinum,0.44,26,1.387,29
Multicellular plant,Thalassia testudinum,0.46,26,1.022,29
Multicellular plant,Thalassia testudinum,0.57,26,0.876,29
Multicellular plant,Thalassodendron ciliatum,0.44,26,0.73,29
Multicellular plant,Thalassodendron pachyrrizum,0.58,17,0.438,29
Multicellular plant,Tila heterophylla,2000000,11,0.01,29
Multicellular plant,Tillandsia sp,0.17,19,0.27,29
Multicellular plant,Trichilia tuberculata,410000,28,0.017,29
Multicellular plant,Trifolium repens,0.09,8,0.876,29
Multicellular plant,Trifolium repens,0.17,8,0.73,29
Multicellular plant,Trifolium repens,0.21,8,0.949,29
Multicellular plant,Trifolium repens,0.41,8,0.621,29
Multicellular plant,Tsuga canadensis,2500000,11,0.007,29
Multicellular plant,Typha latifolia,31,9,1.387,29
Multicellular plant,Urtica dioica,3,8,3.504,29
Multicellular plant,Viola blanda,0.76,9,0.318,29
Phytoplankton,Tropical Atlantic phytoplankton communities,7.60E-15,29,226.3,29
Phytoplankton,Tropical Atlantic phytoplankton communities,7.80E-15,29,365,29
Phytoplankton,Tropical Atlantic phytoplankton communities,7.90E-15,29,135.05,29
Phytoplankton,Tropical Atlantic phytoplankton communities,1.30E-14,29,233.6,29
Phytoplankton,Tropical Atlantic phytoplankton communities,2.10E-14,27,156.95,29
Phytoplankton,Tropical Atlantic phytoplankton communities,4.30E-14,29,94.9,29
Phytoplankton,Tropical Atlantic phytoplankton communities,6.10E-14,20,36.5,29
Phytoplankton,Tropical Atlantic phytoplankton communities,1.10E-13,24,365,29
Phytoplankton,Tropical Atlantic phytoplankton communities,1.30E-13,17,3.65,29
Phytoplankton,Tropical Atlantic phytoplankton communities,1.90E-13,24,25.915,29
Phytoplankton,Tropical Atlantic phytoplankton communities,2.00E-13,24,295.65,29
Phytoplankton,Tropical Atlantic phytoplankton communities,2.80E-13,18,14.6,29
Phytoplankton,Tropical Atlantic phytoplankton communities,3.00E-13,25,693.5,29
Phytoplankton,Tropical Atlantic phytoplankton communities,3.70E-13,20,31.755,29
Phytoplankton,Tropical Atlantic phytoplankton communities,4.90E-13,24,912.5,29
Phytoplankton,Tropical Atlantic phytoplankton communities,6.10E-13,18,20.44,29
Phytoplankton,Tropical Atlantic phytoplankton communities,7.30E-13,20,25.185,29
Phytoplankton,Tropical Atlantic phytoplankton communities,1.20E-12,21,18.25,29
Phytoplankton,Tropical Atlantic phytoplankton communities,1.60E-12,21,80.3,29
Phytoplankton,Tropical Atlantic phytoplankton communities,1.80E-12,20,62.05,29
Phytoplankton,Tropical Atlantic phytoplankton communities,1.80E-12,22,51.1,29
Phytoplankton,Tropical Atlantic phytoplankton communities,1.90E-12,23,113.15,29
Phytoplankton,Tropical Atlantic phytoplankton communities,2.50E-12,22,7.3,29
Phytoplankton,Tropical Atlantic phytoplankton communities,3.20E-12,17,20.805,29
Phytoplankton,Tropical Atlantic phytoplankton communities,3.20E-12,25,109.5,29
Phytoplankton,Tropical Atlantic phytoplankton communities,4.50E-12,18,33.215,29
Phytoplankton,Tropical Atlantic phytoplankton communities,4.50E-12,19,58.4,29
Phytoplankton,Tropical Atlantic phytoplankton communities,4.70E-12,20,65.7,29
Phytoplankton,Tropical Atlantic phytoplankton communities,3.40E-11,22,8.03,29
Phytoplankton,Tropical Atlantic phytoplankton communities,3.20E-10,22,32.485,29
Phytoplankton,Tropical Atlantic phytoplankton communities,6.40E-10,28,215.35,29
Phytoplankton,Mediterranean phytoplankton,5.60E-13,25,204.4,29
Phytoplankton,Mediterranean phytoplankton,1.10E-12,17,193.45,29
Phytoplankton,Mediterranean phytoplankton,3.80E-12,,313.9,29
