"Group","Species","dry_mass_g","Temp_C","centroid_temp","Mortality_yr"
"Invertebrate","Lissarca notorcadensis",0.0953,-1.15,NA,0.297
"Invertebrate","Littorina africana",0.115,13.85,NA,2.027
"Invertebrate","Lumbrinereis fragilis",8.63,6.85,NA,0.744
"Invertebrate","Lymnaea peregra",1.75,9.85,NA,2.526
"Invertebrate","Macoma balthica",0.144,8.85,NA,1.139
"Invertebrate","Macoma balthica",0.196,8.85,NA,0.463
"Invertebrate","Macoma balthica",0.733,12.85,NA,1.29
"Invertebrate","Macoma balthica",3.33,9.85,NA,0.57
"Invertebrate","Macoma balthica",10.8,5.85,NA,1.067
"Invertebrate","Meganyctiphanes norvegica",0.0145,13,NA,0.857
"Invertebrate","Mercenaria mercenaria",38.3,11.85,NA,0.448
"Invertebrate","Mesocyclops leuckarti",8.13e-06,10,NA,3.004
"Invertebrate","Mesocyclops leuckarti",8.13e-06,15,NA,6.348
"Invertebrate","Mesocyclops leuckarti",8.13e-06,20,NA,8.202
"Invertebrate","Mesocyclops leuckarti",8.13e-06,25,NA,1.587
"Invertebrate","Mesodesma arctatum",11.7,5.35,NA,0.263
"Invertebrate","Mesodesma donacium",31,16.85,NA,2.5
"Invertebrate","Moira atropes",33.3,25.85,NA,0.83
"Invertebrate","Mya arenaria",9.05,8.85,NA,0.64
"Invertebrate","Mya truncata",6.78,1.85,NA,0.25
"Invertebrate","Mya truncata",7.33,-0.15,NA,0.1
"Invertebrate","Mya truncata",84.8,1.85,NA,0.14
"Invertebrate","Mytilid sp.",9.68,17,NA,0.0526
"Invertebrate","Nacella concinna",5.95,-0.95,NA,0.196
"Invertebrate","Nacella delesserti",38.8,4.85,NA,0.343
"Invertebrate","Nematobrachion boopis",0.0065,10.25,NA,0.667
"Invertebrate","Nematoscelis megalops",0.0075,13,NA,0.667
"Invertebrate","Nephtys incisa",0.28,11.65,NA,2.155
"Invertebrate","Nereis diversicolor",1.22,8.85,NA,3.79
"Invertebrate","Nereis virens",2.68,8.85,NA,1.44
"Invertebrate","Notholca caudata",1.75e-08,5,NA,14.777
"Invertebrate","Notholca caudata",1.75e-08,10,NA,17.217
"Invertebrate","Notholca caudata",1.75e-08,15,NA,31.739
"Invertebrate","Notholca caudata",1.75e-08,20,NA,52.143
"Invertebrate","Notoacmaea scutum",6.23,11.85,NA,2.05
"Invertebrate","Nucella lapillus",20.6,6.85,NA,0.35
"Invertebrate","Nucula proxima",0.0107,9.85,NA,0.49
"Invertebrate","Nucula turgida",0.448,11.85,NA,0.599
"Invertebrate","Ophiocten gracilis",0.025,9.5,NA,0.143
"Invertebrate","Ophiocten gracilis",0.0833,2.85,NA,0.811
"Invertebrate","Ophiocten hastatum",0.05,9,NA,0.222
"Invertebrate","Ophionepthys limicola",8.15,24.85,NA,1.966
"Invertebrate","Ophionotus hexactis",1.69,1.35,NA,0.597
"Invertebrate","Ophiura ljungmani",0.0273,2.85,NA,1.148
"Invertebrate","Ophiura ljungmani",0.218,2.85,NA,0.334
"Invertebrate","Pachygrapsus gracilis",2.7,27.85,NA,5.4
"Invertebrate","Parvicardium exiguum",0.368,15.65,NA,4.088
"Invertebrate","Pectinaria hyperboreia",0.239,5.85,NA,2.263
"Invertebrate","Pectinaria koreni",0.0358,11.85,NA,8.522
"Invertebrate","Perna perna",3.98,20.85,NA,4.799
"Invertebrate","Perna perna",6.63,20.85,NA,4.618
"Invertebrate","Philine gibba",9.53,1.35,NA,0.671
"Invertebrate","Pontoporeia femorata",0.0905,5.85,NA,4.233
"Invertebrate","Prochaetoderma yongei",0.000273,3.35,NA,1.714
"Invertebrate","Reticulammina labyrinthica",0.0113,2.5,NA,1.254
"Invertebrate","Scolelepis gaucha",0.00438,19.85,NA,11.354
"Invertebrate","Scolelepis squamata",0.0244,21.85,NA,4.02
"Invertebrate","Serolis polita",1.15,-0.85,NA,0.626
"Invertebrate","Siliqua patula",9.3,10.3,NA,0.274
"Invertebrate","Siliqua patula",10.5,10.3,NA,0.161
"Invertebrate","Siliqua patula",11.4,14.4,NA,0.28
"Invertebrate","Siliqua patula",14.6,12.2,NA,0.171
"Invertebrate","Siliqua patula",14.9,10.3,NA,0.199
"Invertebrate","Siliqua patula",15,8,NA,0.138
"Invertebrate","Siliqua patula",23.8,5,NA,0.05
"Invertebrate","Siliqua patula",24.2,5.9,NA,0.069
"Invertebrate","Siliqua patula",26,5.9,NA,0.075
"Invertebrate","Siliqua patula",29,4.6,NA,0.066
"Invertebrate","Spisula sachalinesis",181,13.85,NA,0.609
"Invertebrate","Sterechinus antarcticus",13.1,-1.15,NA,0.07
"Invertebrate","Strongylocentr. droeb.",0.52,5.85,NA,0.799
"Invertebrate","Strongylocentr. franciscanus",400,16.05,NA,0.106
"Invertebrate","Strongylocentr. franciscanus",648,16.05,NA,0.083
"Invertebrate","Strongylocentr purpuratus",0.82,14.85,NA,1.227
"Invertebrate","Strongylocentr purpuratus",4.5,14.05,NA,0.204
"Invertebrate","Strongylocentr purpuratus",5.18,15.25,NA,0.317
"Invertebrate","Strongylocentr purpuratus",8.8,8.85,NA,0.119
"Invertebrate","Strongylocentrotus pallidus",30.8,0.85,NA,0.082
"Invertebrate","Tapes philippimarum",4.73,24.05,NA,2.406
"Invertebrate","Tellina fabula",0.0615,9.85,NA,1.99
"Invertebrate","Tellina fabula",0.153,9.85,NA,1.723
"Invertebrate","Tellina martinicensis",1.26,25.85,NA,1.686
"Invertebrate","Terebellides stroemi",0.0625,-0.15,NA,0.475
"Invertebrate","Theora lubrica",0.0238,16.85,NA,4.236
"Invertebrate","Thysanopoda acutifrons",0.0198,10.25,NA,0.444
"Invertebrate","Tindaria callistiformis",0.00144,3.5,NA,0.25
"Invertebrate","Turbo sarmaticus",163,16.85,NA,0.81
"Invertebrate","Tysanoessa longicaudata",0.0015,13,NA,1.411
"Invertebrate","Uca cumulanta",1.57,27.85,NA,10.6
"Invertebrate","Uca maracoani",7.85,27.85,NA,5.3
"Invertebrate","Uca maracoani",14.3,27.85,NA,5.3
"Invertebrate","Uca rapax",6.85,27.85,NA,4.9
"Invertebrate","Uca vocator",8.9,27.85,NA,2.8
"Invertebrate","Unio tumidis",5.35,12.55,NA,0.352
"Invertebrate","Venerupis aurea",5.2,11.85,NA,0.37
"Invertebrate","Venerupis aurea",5.45,11.85,NA,0.35
"Invertebrate","Venus antiqua",40.5,11.55,NA,0.664
"Invertebrate","Vesicomyid sp.",0.00238,21,NA,0.037
"Invertebrate","Yoldia eightsi",5.2,-0.95,NA,0.13
"Invertebrate","Yoldia eightsi",5.48,-0.95,NA,0.114
"Invertebrate","Yoldia limatula",4.93,8.85,NA,0.803
"Invertebrate","Zygochlamys patagonica",75.3,7.85,NA,1.039
